FAERSLUNUMER,FASTNUM,HEIMILISFANG,POSTNR,UTGDAG,KAUPVERD,FASTEIGNAMAT,FASTEIGNAMAT_GILDANDI,BYGGAR,EINFLM,FJHERB
570669,2216545,Búagrund 12A,116,2012-10-10,19900,17350,53150,1994,"88,2",2
570670,2046269,Rauðás 12,110,2012-10-08,25600,21000,70300,1984,"108,5",3
570671,2124003,Sigtún 47,450,2012-10-15,5300,5390,32150,1981,"98,5",2
570672,2320289,Brekkuás 9,221,2012-10-11,32800,27750,84750,2012,"133,9",3
570673,2304305,Eskivellir 21B,221,2012-10-12,21200,19450,65150,2011,"96,7",2
570674,2168313,Austurvegur 44B,710,2012-10-04,8400,4390,15600,1926,"64,0",5
570675,2177176,Heiðarvegur 23B,730,2012-10-09,30500,24400,55400,1991,"182,1",3
570676,2168388,Brattahlíð 2,710,2012-09-20,9750,8740,28450,1966,"120,0",4
570677,2012119,Guðrúnargata 7,105,2012-10-05,32200,25850,87500,1942,"133,3",2
570678,2048298,Jörfabakki 18,109,2012-10-05,18750,16000,55900,1971,"96,7",3
570679,2025295,Hringbraut 99,101,2012-10-09,16500,15450,54250,1944,"79,3",2
570680,2039844,Flétturimi 31,112,2012-10-09,18500,13650,49400,1993,"66,8",1
570681,2038498,Leiðhamrar 16,112,2012-10-08,44400,43300,132850,1990,"212,7",4
570682,2031318,Bogahlíð 18,105,2012-10-02,27900,20950,71150,1958,"104,9",2
570683,2030831,Mávahlíð 38,105,2012-10-05,27000,23950,81450,1949,"111,9",2
570684,2025960,Víðimelur 59,107,2012-10-03,27000,17500,61200,1939,"76,3",2
570685,2003925,Ásvallagata 18,101,2012-09-27,63300,48350,164650,1926,"176,6",3
570686,2044999,Rofabær 31,110,2012-10-09,13800,13000,44350,1967,"64,4",1
570687,2032074,Hörgshlíð 4,105,2012-10-05,20500,16300,56900,1964,"72,7",2
570688,2050535,Vesturberg 100,111,2012-10-08,16000,17300,56550,1973,"105,2",3
570689,2232689,Reykjaborg,270,2012-10-10,47800,35750,122000,1948,"233,3",3
570690,2102916,Bjarkargrund 28,300,2012-10-12,48000,33550,108250,1971,"285,2",5
570691,2252874,Ásabraut 7,300,2012-10-12,42000,28200,94150,2001,"185,5",3
570693,2182577,Áshamar 75,900,2012-10-12,20000,12230,42450,1976,"124,1",1
570694,2093113,Fífumói 1C,260,2012-10-11,8000,9890,33450,1978,"64,4",1
570695,2287028,Miðdalur 7,190,2012-10-10,22900,22900,75600,2006,"153,9",3
570696,2094949,Norðurtún 6,245,2012-09-28,28500,22700,73350,1985,"209,4",5
570697,2094198,Þórustígur 10,260,2012-10-05,8550,16850,57550,1942,"186,6",3
570698,2092941,Borgarvegur 13,260,2012-10-12,14200,12250,41400,1956,"92,6",1
570699,2088819,Heiðarholt 24,230,2012-10-12,10500,10600,36800,1987,"65,2",1
570700,2310642,Drekavellir 11C,221,2012-10-08,27000,21950,92050,2007,"151,9",3
570701,2076053,Hringbraut 19,220,2012-10-15,14000,13000,45700,1955,"58,9",2
570702,2080215,Tjarnarbraut 29,220,2012-10-11,18700,13700,51450,1945,"76,8",1
570703,2064769,Reynihvammur 25,200,2012-10-03,18400,18000,62900,1964,"101,5",3
570704,2061515,Helgubraut 19,200,2012-10-11,41500,40250,130350,1984,"263,5",6
570705,2005179,Grettisgata 41,101,2012-10-08,23000,21700,75700,1900,"81,4",4
570706,2005710,Bergstaðastræti 10,101,2012-09-21,24300,14250,45750,1912,"99,6",1
570706,2005709,Bergstaðastræti 10,101,2012-09-21,24300,6466,43400,1912,"99,6",1
570707,2251980,Hamravík 26,112,2012-10-05,22100,21400,67500,2001,"104,5",2
570708,2300174,Arnarborg 1,340,2012-10-09,24600,13702,42450,2008,"94,7",
570709,2048630,Gaukshólar 2,111,2012-10-09,14900,11850,41300,1973,"61,2",1
570710,2029192,Fossagata 14,102,2012-10-10,40000,30850,96050,1931,"121,9",3
570711,2257151,Gránufélagsgata 4,600,2012-10-08,57000,45670,150650,1945,"830,4",
570711,2146596,Gránufélagsgata 4,600,2012-10-08,57000,1464,5450,1946,"830,4",
570712,2325123,Kópavogsbraut 3B,200,2012-10-01,21200,16850,60000,1960,"66,3",1
570713,2325121,Kópavogsbraut 3A,200,2012-09-28,26000,22450,70600,1960,"85,3",2
570714,2027387,Víðimelur 21,107,2012-10-09,24100,18200,66000,1946,"81,8",1
570715,2277963,Drekavellir 26,221,2012-10-12,28900,24000,78200,2006,"125,9",3
570716,2272461,Naustabryggja 40,110,2012-09-20,31000,20800,67400,2005,"95,1",2
570717,2259957,Lónsbraut 6,220,2012-10-09,29000,13770,47050,2004,"388,3",
570717,2259956,Lónsbraut 6,220,2012-10-09,29000,9885,34350,2004,"388,3",
570717,2243638,Lónsbraut 6,220,2012-10-09,29000,13640,46650,2004,"388,3",
570718,2174758,Haugar 2,701,2012-10-05,500,9930,24300,1971,"128,9",4
570719,2317152,Eyrartröð 3,220,2012-10-11,5650,2752,14250,2012,"31,5",
570720,2298139,Gulaþing 16,203,2012-10-12,27000,26050,78450,2008,"118,6",3
570721,2062679,Hrauntunga 2,200,2012-10-08,25000,21100,70850,1966,"125,3",3
570722,2020926,Skútuvogur 3,104,2012-10-05,440000,511550,1050900,1992,"3752,8",
570723,2015912,Sundagarðar 4-6,104,2012-10-05,200000,132000,437050,1968,"1742,8",
570724,2306469,Boðaþing 10,203,2012-10-11,26400,20450,65800,2010,"93,9",1
570725,2235723,Galtalind 9,201,2012-10-11,30340,22800,79050,1999,"119,5",3
570726,2290758,Aðalþing 4,203,2012-10-10,59000,53600,159850,2007,"246,9",5
570727,2061949,Hlíðarhjalli 57,200,2012-10-11,19300,15800,55800,1988,"71,3",1
570728,2226983,Galtalind 3,201,2012-10-11,27267,19050,68450,1998,"88,9",2
570729,2167087,Ásgata 9,675,2012-10-12,500,2460,9250,1954,"121,2",25
570730,2150641,Smárahlíð 24,603,2012-10-15,9959,8160,24550,1977,"44,2",1
570731,2298806,Stekkjartún 26,600,2012-10-10,21823,12450,51100,2012,"85,2",2
570732,2324787,Stekkjartún 28,600,2012-10-15,21735,7730,50400,2012,"85,2",2
570733,2324788,Stekkjartún 30,600,2012-10-15,21735,7730,50400,2012,"85,2",2
570734,2187421,Sunnuvegur 13,800,2012-10-08,18750,19950,68850,1962,"162,6",4
570735,2326259,Skálareykjavegur 12,251,2012-09-14,23500,17375,36500,1980,"398,4",
570736,2289195,Tröllakór 6,203,2012-10-12,23900,19250,65850,2007,"100,8",2
570737,2258626,Rjúpnasalir 2,201,2012-10-12,20100,15700,56700,2003,"71,7",1
570738,2062001,Hlíðarhjalli 66,200,2012-10-11,25000,20800,73500,1988,"110,1",2
570739,2063954,Lyngbrekka 11,200,2012-09-26,23900,21200,70300,1969,"106,4",3
570740,2225480,Lautasmári 20,201,2012-10-12,23650,19550,63950,1996,"86,0",2
570741,2263917,Kristnibraut 69,113,2012-10-05,33500,23950,77100,2003,"130,7",3
570742,2037536,Kelduland 1,108,2012-10-09,25300,21000,71250,1970,"96,6",3
570743,2020323,Efstasund 66,104,2012-10-05,33000,36200,114500,1948,"207,1",5
570744,2042635,Hverafold 27,112,2012-10-09,23900,18450,64700,1985,"107,7",2
570745,2048080,Leirubakki 4,109,2012-10-11,13700,12900,46250,1973,"73,2",1
570746,2075161,Háholt 11,220,2012-10-16,20700,18050,61300,1991,"109,1",3
570747,2293669,Norðurbakki 13B,220,2012-10-08,24900,24250,71900,2010,"94,2",2
570748,2053381,Vallarás 2,110,2012-09-07,21600,17950,59750,1986,"87,1",2
570749,2052093,Yrsufell 3,111,2012-10-09,12500,10950,39900,1971,"58,1",1
570750,2010171,Miðtún 88,105,2012-09-12,17600,17350,58100,1949,"81,0",1
570751,2008291,Grettisgata 86,101,2012-10-10,9500,7185,34500,1942,"49,2",
570752,2021446,Sólheimar 26,104,2012-10-02,25700,26850,82350,1960,"123,2",3
570753,2249674,Kórsalir 1,201,2012-10-12,26500,21700,79650,2001,"110,0",3
570754,2081542,Lambhagi 13,225,2012-10-12,49244,26800,88850,1987,"162,5",4
570755,2052084,Yrsufell 1,111,2012-09-26,15900,13900,47200,1971,"80,7",2
570756,2273051,Rauðavað 21,110,2012-09-28,31812,21700,75950,2004,"117,7",3
570757,2001535,Stýrimannastígur 12,101,2012-10-10,105000,61100,175850,1926,"238,4",5
570758,2003088,Klapparstígur 1,101,2012-10-11,31000,24500,74250,1990,"91,9",2
570759,2029140,Skerplugata 3,102,2012-10-10,57000,40100,117650,1991,"173,7",7
570760,2294786,Ánanaust 15,101,2012-10-05,24500,20600,69300,1978,"95,6",2
570761,2037627,Kjalarland 22,108,2012-10-03,52000,45450,140650,1970,"223,0",5
570762,2254863,Blesabakki 3,270,2012-10-12,4000,3390,8370,1974,"55,3",
570764,2184442,Kirkjuvegur 84,900,2012-10-06,16200,16100,53300,1925,"132,4",4
570765,2058143,Álfhólsvegur 57,200,2012-10-15,56000,39550,129400,1956,"222,4",6
570766,2278813,Klapparstígur 14,101,2012-10-05,29500,22950,65100,2006,"76,4",2
570767,2010109,Miðtún 58,105,2012-10-03,28500,27100,77450,1942,"133,5",3
570768,2009767,Laugavegur 145,105,2012-10-11,26000,19000,48600,1935,"194,8",1
570768,2009768,Laugavegur 145,105,2012-10-11,26000,19000,49850,1935,"194,8",1
570769,2131040,Þormóðsgata 36,580,2012-09-28,3750,2090,11900,1926,"27,9",0
570770,2153864,Aðalgata 25,625,2012-10-12,17500,13450,40650,1971,"191,5",4
570771,2279168,Tjarnabakki 10,260,2012-10-17,16000,18850,56600,2006,"120,2",2
570772,2287406,Svölutjörn 29-31,260,2012-10-11,19653,17600,49250,2008,"91,4",2
570773,2093094,Brekkustígur 42,260,2012-10-04,13200,11570,48700,1961,"301,3",
570774,2073622,Birkihvammur 4,220,2012-10-16,13650,12000,45300,1954,"53,3",2
570775,2073623,Birkihvammur 4,220,2012-10-16,25350,22200,76750,1954,"126,6",5
570776,2017920,Hjallavegur 46,104,2012-10-10,21500,17300,56700,1945,"68,1",1
570777,2007689,Baldursgata 32,101,2012-10-09,54000,42050,45500,1928,"299,7",1
570777,2007690,Baldursgata 34,101,2012-10-09,54000,26600,41150,1943,"299,7",1
570778,2089049,Heiðarvegur 24,230,2012-10-12,12000,15650,53200,1957,"128,3",2
570779,2262233,Berjavellir 2,221,2012-10-16,31500,26800,89600,2003,"169,4",4
570780,2072764,Álfaskeið 32,220,2012-10-16,21600,18900,64650,1955,"103,1",3
570781,2038131,Snæland 6,108,2012-10-11,23750,21100,71600,1973,"99,0",4
570782,2013167,Bólstaðarhlíð 33,105,2012-10-11,22500,18400,59700,1955,"66,3",2
570783,2275212,Laugavegur 86-94,101,2012-10-11,26500,22500,61450,2006,"70,4",1
570784,2177974,Hlíðargata 42,750,2012-10-04,21000,15000,44650,1978,"181,5",4
570785,2006970,Grundarstígur 15B,101,2012-09-28,10000,8370,31750,1907,"26,3",1
570786,2053076,Unufell 32,111,2012-09-25,28000,27500,79200,1973,"148,1",4
570787,2307679,Steinhella 14,221,2012-10-10,8200,699,19250,    ,"48,1",
570788,2078398,Norðurbraut 39,220,2012-10-15,11000,15350,52350,1943,"80,2",1
570789,2299425,Langalína 29,210,2012-10-16,39000,28850,88700,2008,"117,4",3
570790,2014076,Háaleitisbraut 26,108,2012-10-10,23400,21250,67250,1965,"111,7",3
570791,2030956,Bogahlíð 7,105,2012-09-28,30500,25700,90650,1957,"126,8",4
570792,2003761,Sólvallagata 6,101,2012-10-09,29500,27150,86350,1927,"135,4",3
570793,2078221,Móabarð 10,220,2012-10-16,28000,31550,95350,1957,"225,8",5
570794,2231380,Dvergholt 13,220,2012-10-16,22000,17900,57450,1997,"79,6",2
570795,2009942,Miðtún 32,105,2012-10-10,28400,28300,79900,1943,"137,0",3
570796,2025371,Grandavegur 7,107,2012-10-12,32800,24000,75350,1990,"102,2",2
570797,2027967,Neshagi 5,107,2012-10-05,25900,20950,74700,1952,"99,1",2
570798,2008035,Njálsgata 51,101,2012-09-10,45000,30100,145500,1925,"110,1",4
570799,2048360,Kóngsbakki 5,109,2012-10-11,12772,11100,41150,1970,"59,8",1
570800,2266403,Dalbraut 14,105,2012-10-10,28750,24450,52800,2003,"86,3",2
570801,2248661,Asparskógar 5,301,2012-09-28,2000,3490,22550,    ,"51,3",
570803,2285375,Bogabraut 16,245,2012-10-16,27279,20900,68500,2005,"161,0",3
570804,2070984,Kirkjulundur 6,210,2012-10-16,22700,18550,61550,1990,"78,7",1
570805,2012576,Hjálmholt 8,105,2012-09-28,53000,38500,116700,1964,"203,1",4
570806,2049004,Kríuhólar 4,111,2012-10-12,11000,9570,33600,1974,"40,9",1
570807,2282951,Helluvað 15,110,2012-10-12,25000,19050,66550,2007,"95,8",2
570808,2283941,Lómatjörn 1,260,2012-10-08,24500,27550,87500,2005,"163,9",4
570809,2007603,Bragagata 27,101,2012-10-08,20900,15900,51350,1920,"62,5",1
570810,2035071,Hæðargarður 33,108,2012-10-12,27500,21550,65800,1991,"85,3",2
570811,2031831,Kringlan 61,103,2012-10-15,25000,21450,66600,1987,"88,6",2
570812,2023630,Öldugrandi 9,107,2012-10-03,22500,19750,69750,1982,"105,3",3
570813,2150463,Skipagata 5,600,2012-10-11,18000,5321,39750,1931,"76,3",
570814,2150464,Skipagata 5,600,2012-10-11,22000,14950,53250,1931,"121,7",2
570815,2148282,Kjalarsíða 18A,603,2012-10-15,15150,14550,42950,1979,"102,0",3
570816,2151995,Þórunnarstræti 131,600,2012-10-16,14500,14550,44600,1967,"107,8",3
570817,2282753,Vallartún 8,600,2012-10-17,28800,19550,59950,2005,"116,4",3
570819,2275215,Laugavegur 86-94,101,2012-09-24,23900,25050,67450,2006,"81,9",1
570820,2016322,Rauðalækur 55,105,2012-10-11,17300,15350,56350,1958,"73,4",1
570821,2007334,Bergstaðastræti 48,101,2012-09-25,49500,28900,91200,1940,"134,3",4
570822,2269670,Ennishvarf 15A,203,2012-10-15,43000,30500,91050,2004,"155,7",3
570823,2323606,Aflakór 23,203,2012-10-15,57500,30250,161300,2012,"249,8",4
570824,2061487,Hávegur 11,200,2012-10-16,43000,35300,115750,1951,"196,7",2
570825,2065728,Túnbrekka 4,200,2012-10-17,22500,20200,65300,1971,"106,7",2
570826,2049002,Kríuhólar 4,111,2012-09-28,20500,24350,74050,1974,"147,3",3
570827,2030354,Eskihlíð 18,105,2012-10-12,29500,24200,81450,1955,"129,3",3
570828,2238728,Skúlagata 44,101,2012-10-12,20500,18400,55350,1998,"60,7",1
570829,2018335,Skipasund 38,104,2012-10-12,19000,15400,53700,1916,"71,0",2
570830,2024624,Nesvegur 50,107,2012-10-10,38500,17300,44900,1948,"183,9",2
570830,2024625,Nesvegur 50,107,2012-10-10,38500,28200,69550,1948,"183,9",2
570831,2048990,Kríuhólar 4,111,2012-10-12,9900,9250,33350,1974,"40,9",1
570832,2219767,Heiðarhjalli 37,200,2012-10-17,24200,19600,69000,1995,"84,9",2
570833,2011287,Þverholt 24,105,2012-10-12,16840,20350,64300,1990,"80,4",2
570834,2007462,Urðarstígur 2,101,2012-10-15,18000,20350,66200,1923,"64,6",2
570835,2046674,Viðarás 73,110,2012-10-12,44000,37350,103900,1995,"160,3",0
570836,2298751,Bjarkardalur 33,260,2012-09-05,27656,22300,66050,2009,"144,3",3
570837,2049839,Smyrilshólar 6,111,2012-10-12,16200,15350,51150,1979,"84,6",2
570838,2030612,Miklabraut 88,105,2012-10-12,16200,14650,52800,1951,"79,6",2
570839,2053488,Víkurás 6,110,2012-10-11,14500,15150,53450,1985,"79,6",1
570841,2275514,Lækjarvellir 14,610,2012-10-17,28500,15750,56850,2005,"165,4",3
570842,2154593,Ytra-Holt lóð,621,2012-10-01,3000,4406,8758,1985,"148,5",
570843,2239601,Skessugil 13,603,2012-10-19,20493,15950,50800,2001,"92,0",2
570844,2146906,Hafnarstræti 47,600,2012-10-17,11600,15200,45600,1947,"124,5",3
570845,2147896,Hríseyjargata 6,600,2012-10-16,17000,13150,45000,1927,"103,0",4
570846,2295036,Ólafsvellir 5,825,2012-09-27,14000,18150,77800,2008,"197,6",4
570847,2288914,Kerhraun 37,805,2012-10-12,30000,21310,52850,2006,"126,6",
570848,2079642,Suðurbraut 16,220,2012-09-27,22300,18900,66050,1969,"113,4",3
570849,2271705,Laufásvegur 17,101,2012-10-03,25200,21550,70200,1956,"86,6",1
570850,2277150,Tröllateigur 23,270,2012-10-15,28800,24300,73250,2006,"115,6",3
570851,2275217,Laugavegur 86-94,101,2012-10-12,162600,25900,69250,2006,"552,2",1
570851,2281324,Laugavegur 86-94,101,2012-10-12,162600,23550,63950,2006,"552,2",1
570851,2281317,Laugavegur 86-94,101,2012-10-12,162600,26000,69400,2006,"552,2",1
570851,2281325,Laugavegur 86-94,101,2012-10-12,162600,35400,90550,2006,"552,2",2
570851,2275216,Laugavegur 86-94,101,2012-10-12,162600,28550,75400,2006,"552,2",1
570851,2275210,Laugavegur 86-94,101,2012-10-12,162600,27650,73300,2006,"552,2",1
570852,2239016,Básbryggja 25,110,2012-10-11,41900,35900,107650,1999,"204,2",3
570853,2273050,Rauðavað 21,110,2012-10-12,29500,21700,75950,2004,"117,7",3
570854,2267306,Þorláksgeisli 35,113,2012-08-17,29900,22800,75900,2004,"114,0",3
570855,2282902,Helluvað 13,110,2012-10-12,24908,18900,66550,2007,"96,1",2
570856,2238734,Skúlagata 44,101,2012-10-11,31000,27000,79400,1998,"93,0",3
570857,2027728,Neshagi 12,107,2012-10-08,24500,16400,63450,1957,"63,0",2
570858,2285369,Fléttuvellir 32,221,2012-10-18,33500,24000,124350,2007,"214,4",4
570859,2251866,Glósalir 7,201,2012-10-17,27300,24000,84700,2001,"121,8",3
570860,2268866,Kársnesbraut 98,200,2012-10-18,25000,19410,75200,1972,"229,2",
570861,2221336,Gullsmári 10,201,2012-10-15,23600,19950,65650,1995,"89,2",2
570862,2010327,Hátún 8,105,2012-10-12,20250,18300,59900,1963,"72,3",1
570863,2227488,Iðalind 1,201,2012-10-12,60000,55750,163450,1999,"215,4",3
570864,2006217,Grettisgata 18A,101,2012-10-09,15000,19950,84200,1897,"84,2",2
570865,2284073,Ásakór 14,203,2012-10-12,43000,31100,97650,2006,"182,5",3
570866,2244873,Barðastaðir 7,112,2012-09-21,26200,22350,69300,2000,"109,8",2
570867,2054794,Stíflusel 2,109,2012-10-16,18750,19200,62550,1977,"113,1",3
570868,2260240,Kristnibraut 51,113,2012-10-16,23800,17200,58500,2003,"93,6",2
570869,2238226,Hulduhlíð 30,270,2012-10-15,27173,20250,68200,1998,"93,0",3
570870,2040361,Grasarimi 22,112,2012-10-02,45000,36750,122650,1991,"193,7",4
570872,2092135,Marargata 2,240,2012-09-17,29000,28900,87300,1987,"221,7",5
570873,2292362,Lundur 1,200,2011-12-20,32000,27650,99300,2007,"118,5",2
570874,2031693,Hvassaleiti 16,103,2012-10-16,21900,19450,63050,1961,"97,9",3
570875,2121773,Þuríðarbraut 7,415,2012-10-18,7200,5750,26950,1912,"118,7",2
570876,2121772,Þuríðarbraut 7,415,2012-10-19,8000,6341,33750,1912,"235,0",3
570877,2182779,Brattagata 9,900,2012-09-27,14000,8860,30600,1967,"84,6",2
570878,2184929,Vallargata 6,900,2012-10-19,22000,15450,51050,1949,"138,2",2
570879,2184493,Miðstræti 30,900,2012-10-19,4000,8810,31950,1912,"102,0",4
570880,2057155,Jöklasel 25,109,2012-10-02,18100,15450,50650,1979,"72,0",1
570881,2001156,Holtsgata 25,101,2012-10-17,15500,13500,48900,1934,"54,2",1
570882,2017193,Dalbraut 20,105,2012-10-18,18500,14450,33900,1987,"52,0",1
570883,2278764,Hjalteyrargata 6,600,2012-10-22,5000,7670,24100,1963,"114,7",
570884,2229321,Skipagata 9,600,2012-10-03,12300,11050,34900,1996,"48,5",1
570885,2063847,Lautasmári 49,201,2012-10-19,22300,18850,63150,1993,"83,9",2
570886,2234456,Sóltún 30,105,2012-10-08,19700,17700,55900,1998,"65,0",1
570887,2119169,Austurvegur 7,400,2012-10-16,5500,18800,62950,1943,"284,6",6
570888,2292360,Lundur 1,200,2012-03-22,37000,31150,109900,2007,"139,2",2
570889,2009795,Laugavegur 159A,105,2012-10-09,15900,15200,53100,1931,"68,7",0
570890,2044467,Hraunbær 8,110,2012-10-15,16500,16300,53750,1966,"86,8",2
570891,2007800,Haðarstígur 18,101,2012-10-04,42000,31800,95050,1938,"139,8",3
570892,2024083,Seilugrandi 1,107,2012-10-04,16200,13450,47650,1985,"51,4",1
570893,2044585,Hraunbær 36,110,2012-10-03,12700,10200,38700,1967,"49,4",1
570894,2254092,Maríubaugur 117,113,2012-10-12,28000,23850,75500,2001,"120,0",3
570895,2309156,Traðarholt,276,2012-10-09,32800,29580,145600,2007,"210,1",7
570896,2295445,Lindarvað 2,110,2012-10-05,34500,26050,108350,2007,"127,5",3
570897,2305295,Bláargerði 41,700,2012-10-03,5500,2270,84500,    ,"179,1",4
570898,2180473,Hafnarnes 1,781,2012-10-19,24257,17850,41000,1962,"313,4",10
570899,2023875,Seilugrandi 4,107,2012-10-17,22700,18550,67400,1981,"110,6",2
570900,2033385,Stóragerði 16,108,2012-10-15,24500,22000,71050,1963,"110,3",2
570901,2057007,Fjarðarsel 35,109,2012-10-02,34000,37950,114300,1976,"257,0",7
570902,2311689,Arnarklettur 32,310,2012-08-08,19700,17950,45500,2012,"96,5",3
570903,2246321,Þórsvellir 2,230,2012-10-22,28000,30100,94300,2001,"173,5",3
570904,2052092,Yrsufell 1,111,2012-10-17,15900,13400,46150,1971,"78,7",2
570905,2269035,Þorláksgeisli 21,113,2012-10-15,34000,22200,71550,2004,"113,1",3
570906,2259028,Ólafsgeisli 125,113,2012-10-16,47500,36000,124500,2002,"175,6",4
570907,2266494,Katrínarlind 2,113,2012-10-18,18000,16650,55150,2004,"82,0",1
570908,2146777,Grundargerði 8C,600,2012-10-22,24700,22600,73250,1971,"142,5",4
570910,2282577,Suðurhóp 1,240,2012-09-12,19700,19450,55200,2006,"106,5",2
570911,2293675,Norðurbakki 13A,220,2012-10-17,27200,27500,80000,2010,"108,2",2
570912,2074836,Flókagata 7,220,2012-10-23,27000,26150,89850,1960,"155,7",3
570913,2293670,Norðurbakki 13B,220,2012-10-17,25700,24000,71200,2010,"92,5",2
570914,2306266,Þrymsalir 2,201,2012-10-23,42000,40400,179850,2008,"267,2",4
570915,2241891,Björtusalir 4,201,2012-10-23,35500,27600,89750,2000,"149,5",3
570916,2241155,Heiðarhjalli 45,200,2012-10-19,43700,39050,113750,2001,"179,8",4
570917,2028659,Fálkagata 17,107,2012-10-17,14900,12450,45400,1964,"42,9",1
570918,2067589,Lindarbraut 16,170,2012-10-10,23000,21200,71900,1980,"99,2",1
570919,2007717,Nönnugata 10,101,2012-10-18,27700,24100,73300,1921,"90,0",4
570920,2068612,Unnarbraut 7,170,2012-10-05,38000,31450,104750,1967,"167,6",3
570921,2053460,Víkurás 2,110,2012-10-18,21000,17250,62200,1985,"108,7",2
570922,2272226,Asparholt 6,225,2012-10-22,27400,21850,75150,2004,"116,8",3
570923,2262234,Berjavellir 2,221,2012-10-18,30750,21800,76750,2003,"112,5",3
570924,2181170,Sandbakki 1,780,2012-10-17,8431,8000,37550,1992,"86,9",2
570925,2266603,Vesturgata 21A,101,2012-10-02,22600,22950,76650,2004,"66,6",1
570926,2297893,Lindargata 35,101,2012-10-17,41800,38550,104750,2008,"127,7",2
570927,2054680,Tungusel 1,109,2012-10-18,17000,14950,50550,1978,"80,8",2
570928,2311437,Maltakur 9,210,2012-10-23,36300,27850,97600,2008,"139,4",2
570929,2019096,Hofteigur 8,105,2012-10-17,19150,15150,54050,1948,"74,3",1
570930,2002538,Hofsvallagata 22,101,2012-10-18,22000,16600,53250,1935,"74,7",2
570931,2004818,Laugavegur 28D,101,2012-10-17,10500,8460,33500,1922,"25,8",0
570932,2025387,Grandavegur 11,107,2012-10-22,21000,17000,56850,1989,"67,3",1
570933,2006379,Bjarnarstígur 9,101,2012-10-05,17100,12350,40200,1927,"39,5",1
570934,2317970,Þrætuás 7,311,2012-09-27,22000,15810,42700,2009,"92,3",
570935,2115852,Hafnargata 4,340,2012-10-17,50000,34500,42900,1914,"400,9",
570936,2288508,Tjarnarás 1,340,2012-10-22,25000,26000,64500,2006,"151,9",3
